filename,volume_ml,height_cm,brand,appearace,colorcap,colorbottle,condition,label,cap ,Unnamed: 10
IMG_20251028_144915_jpg.rf.d01f4e367ff97454c9c3376b51a42be6.jpg,390,18,Sprite,imperfect,green,transparent,perfect,withlabel,nocap,
IMG_20251028_144951_jpg.rf.117bbe941dfdd33e69c01856fc5a3019.jpg,390,18,Sprite,perfect,green,transparent,perfect,nolabel,withcap,
IMG_20251028_145021_jpg.rf.ff156d48373e16892184285f3fab7f9f.jpg,390,18,Sprite,imperfect,green,transparent,imperfect,nolabel,nocap,
IMG_20251028_145038_jpg.rf.82f12d8d8d11f71b764360f99d94e71d.jpg,390,18,Sprite,imperfect,green,transparent,imperfect,withlabel,nocap,
IMG_20251028_145201_jpg.rf.dbbf3abc3e017916fbd2d2d5432f4d31.jpg,1500,27,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
IMG_20251028_145256_jpg.rf.e002974f658c815e46e82fd4cd5d8b76.jpg,1500,27,Sprite,imperfect,green,transparent,imperfect,nolabel,nocap,
IMG_20251028_145305_jpg.rf.083dae712564c139e8824e0913222612.jpg,1500,27,Sprite,perfect,green,transparent,imperfect,nolabel,withcap,
IMG_20251028_145408_jpg.rf.70cbb9edd790008bba2e8457cd69db28.jpg,1500,27,Sprite,imperfect,green,transparent,perfect,nolabel,nocap,
IMG_20251028_145518_jpg.rf.1f3c2295466109cf5567c2de47c01b85.jpg,190,15,Royal,imperfect,royal-blue,transparent,perfect,withlabel,nocap,
IMG_20251028_145537_jpg.rf.424834eeb77eb6f708376a11a18c4e2d.jpg,190,15,Royal,imperfect,royal-blue,transparent,perfect,nolabel,nocap,
IMG_20251028_145622_jpg.rf.4249183c8dbe0875617824f67f307020.jpg,190,15,Royal,perfect,royal-blue,transparent,imperfect,withlabel,withcap,
IMG_20251028_145637_jpg.rf.057866f6274a5832dcd89a837ae8c622.jpg,190,15,Royal,imperfect,royal-blue,transparent,imperfect,withlabel,nocap,
IMG_20251028_145741_jpg.rf.928d575f7eec0b1a95620f0110c9e47d.jpg,237,16,Royal,perfect,royal-blue,transparent,perfect,withlabel,withcap,
IMG_20251028_145809_jpg.rf.00b6c39ff34b4b5b1881595f1411c8d1.jpg,237,16,Royal,perfect,royal-blue,transparent,perfect,nolabel,withcap,
IMG_20251028_145817_jpg.rf.5b54df946e84d0edcd9c70aea1c52969.jpg,237,16,Royal,imperfect,royal-blue,transparent,perfect,nolabel,nocap,
IMG_20251028_145939_jpg.rf.138ba8dc269763287bac581f5ef89c0f.jpg,237,16,Royal,imperfect,royal-blue,transparent,imperfect,withlabel,nocap,
IMG_20251028_145950_jpg.rf.468844b17373cb1dcd36c238df377652.jpg,237,16,Royal,imperfect,royal-blue,transparent,imperfect,nolabel,nocap,
IMG_20251028_150219_jpg.rf.1f0ee38ccb1de7ebf190b9d3e940e146.jpg,296,17,7-UP,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_150305_jpg.rf.4fc30ca82a7a026f7f969b5292645d10.jpg,296,17,7-Up,imperfect,white,transparent,perfect,nolabel,nocap,
IMG_20251028_150357_jpg.rf.1da07c7f91d18158edb92cbc3ed107b8.jpg,296,17,7-UP,imperfect,white,transparent,imperfect,withlabel,nocap,
IMG_20251028_150415_jpg.rf.b8adf4cb3360efdaeb6d8d9dffe5e7c7.jpg,296,17,7-UP,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_150535_jpg.rf.7232588af61f4d75e6700bd0db939d8a.jpg,290,17,Mountain Dew,perfect,black,green,perfect,withlabel,withcap,
IMG_20251028_150602_jpg.rf.6f1bf7d233d46396a4ac63db02694d98.jpg,290,17,Mountain Dew,perfect,black,green,perfect,nolabel,withcap,
IMG_20251028_150649_jpg.rf.d0d836de4175eb5552e50e3493e36a77.jpg,290,17,Mountain Dew,imperfect,black,green,imperfect,withlabel,nocap,
IMG_20251028_150706_jpg.rf.242b2d776501b1e5fd2a6483418a8239.jpg,290,17,Mountain Dew,imperfect,black,green,imperfect,withlabel,withcap,
IMG_20251028_150719_jpg.rf.e7204788e8276b11eaf78a5bff3da5b4.jpg,290,17,Mountain Dew,imperfect,black,green,imperfect,nolabel,withcap,
IMG_20251028_150722_jpg.rf.ce466eeaf1f379c187312c9d9259fdd0.jpg,290,17,Mountain Dew,imperfect,black,transparent,imperfect,nolabel,withcap,
IMG_20251028_150730_jpg.rf.dda7b195f7487d62638c218a2c49d506.jpg,290,17,Mountain Dew,imperfect,black,transparent,imperfect,nolabel,nocap,
IMG_20251028_150853_jpg.rf.1ff28db8702ea6f023d71702964e0015.jpg,290,17,Sting,imperfect,black,transparent,perfect,withlabel,nocap,
IMG_20251028_150912_jpg.rf.5ceaf7d0ce535e44532a25807bd204ac.jpg,290,17,Sting,imperfect,black,transparent,perfect,nolabel,nocap,
IMG_20251028_150932_jpg.rf.0b364c03607be82e376316a588cd28ee.jpg,290,17,Sting,imperfect,black,transparent,imperfect,withlabel,nocap,
IMG_20251028_150950_jpg.rf.ab5121ae48f85094da232badc3319dea.jpg,290,17,Sting,perfect,black,transparent,imperfect,withlabel,withcap,
IMG_20251028_151018_jpg.rf.3490a14ad8f5b19e246c2b2c93f103a7.jpg,290,17,Sting,imperfect,black,transparent,imperfect,nolabel,nocap,
IMG_20251028_151044_jpg.rf.e043e33ac5fa11fb57ae0265d34e59d1.jpg,330,18,Cobra,perfect,black,transparent,perfect,withlabel,withcap,
IMG_20251028_151139_jpg.rf.16b93b57963cf0c961b93754e0a43bac.jpg,330,18,Cobra,imperfect,black,transparent,perfect,nolabel,nocap,
IMG_20251028_151245_jpg.rf.ba0350ec9b3e8d0a19163f06b6b36d8e.jpg,330,18,Cobra,perfect,black,transparent,imperfect,withlabel,withcap,
IMG_20251028_151305_jpg.rf.dd8a31fa3008f842ea088131d5b2eafd.jpg,330,18,Cobra,imperfect,black,transparent,imperfect,withlabel,nocap,
IMG_20251028_151946_jpg.rf.e48540c34a0ceb694a84f7ccae71b915.jpg,290,16,Cobra,perfect,black,transparent,perfect,withlabel,withcap,
IMG_20251028_152134_jpg.rf.02ec77a767ad5db1967f8e2ab59acccd.jpg,290,16,Cobra,imperfect,black,transparent,imperfect,withlabel,nocap,
IMG_20251028_152148_jpg.rf.b50843e3f4e93a2fb509ad914e578ac0.jpg,290,16,Cobra,perfect,black,transparent,imperfect,withlabel,withcap,
IMG_20251028_152455_jpg.rf.3a02001af7acac35c2a2e0736f0bfe36.jpg,500,20,Pocari,imperfect,white,transparent,perfect,nolabel,nocap,
IMG_20251028_152503_jpg.rf.a1246c9f77331bf12f340ef7d046c06f.jpg,500,20,Pocari,perfect,white,transparent,perfect,nolabel,withcap,
IMG_20251028_152609_jpg.rf.bc0d14b97b27ff08177d071668bb3098.jpg,500,20,Pocari,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_152617_jpg.rf.06ef7c08cd8cc7c8872e301d18f1b182.jpg,500,20,Pocari,imperfect,white,transparent,imperfect,withlabel,nocap,
IMG_20251028_152645_jpg.rf.89c31fa024c11324d4cd5057234b25ab.jpg,500,20,Pocari,perfect,white,transparent,imperfect,nolabel,withcap,
IMG_20251028_152702_jpg.rf.e3d7bb3c68bc9f5324caf0e3615d5349.jpg,900,25,Pocari,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_152710_jpg.rf.7b0c9fd1fe354b1ecbf5cc9e2fd51ff6.jpg,900,25,Pocari,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_152740_jpg.rf.810a2a0830ac95c1a02e98a80e8a7102.jpg,900,25,Pocari,imperfect,white,transparent,perfect,nolabel,nocap,
IMG_20251028_152748_jpg.rf.aafa0cd00394f6512a8c53798f5994f7.jpg,900,25,Pocari,perfect,white,transparent,perfect,nolabel,withcap,
IMG_20251028_152838_jpg.rf.9ca0c0f442a8f08c99fda3bc3e65f757.jpg,900,25,Pocari,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_152841_jpg.rf.6d17966059010ecd158d4616635e418c.jpg,900,25,Pocari,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_152857_jpg.rf.2c238f100387f2f22844ffbc830fcddb.jpg,900,25,Pocari,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_153036_jpg.rf.a1bd4e581dfc0108fa33fab432bd4611.jpg,1000,25,Natures Spring,imperfect,white,transparent,perfect,withlabel,nocap,
IMG_20251028_153049_jpg.rf.dd901f1ea205707fece7c39f7fe8122a.jpg,1000,25,Natures Spring,perfect,white,transparent,perfect,nolabel,withcap,
IMG_20251028_153056_jpg.rf.8c64fdbe1273fa77f4a2b7ae4da45a45.jpg,1000,25,Natures Spring,imperfect,white,transparent,perfect,nolabel,nocap,
IMG_20251028_153118_jpg.rf.16247813a692503ae50b3ff6020c6b6a.jpg,1000,25,Natures Spring,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_153136_jpg.rf.d86ad7433fee46cf9dab90b5d2c603fd.jpg,1000,25,Natures Spring,imperfect,white,transparent,imperfect,withlabel,nocap,
IMG_20251028_153150_jpg.rf.c5aabf04818f28d1ca8c03f0a977d9cb.jpg,1000,25,Natures Spring,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_153155_jpg.rf.86691bc257cc55fe07e6e342768f21a4.jpg,1000,25,Natures Spring,perfect,white,transparent,imperfect,nolabel,withcap,
IMG_20251028_153304_jpg.rf.72cba08320b65db44d0bd0a5d3e177d4.jpg,500,20,Natures Spring,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_153314_jpg.rf.66dcd99e5dae6d5b001759f9b8cb1bac.jpg,500,20,Natures Spring,imperfect,white,transparent,perfect,withlabel,nocap,
IMG_20251028_153333_jpg.rf.5d60c91dc831c0157b812512e9aaf61f.jpg,500,20,Natures Spring,imperfect,white,transparent,perfect,nolabel,nocap,
IMG_20251028_153447_jpg.rf.2942e36fd07e73410a776a975608e0fa.jpg,500,20,Natures Spring,perfect,white,transparent,imperfect,withlabel,withcap,
IMG_20251028_153550_jpg.rf.f65fb49e4618cc15157090b58e8942bc.jpg,1000,25,Summit,perfect,blue,transparent,perfect,withlabel,withcap,
IMG_20251028_153604_jpg.rf.eae701088291d6935edd4bc26d2e95c8.jpg,1000,25,Summit,imperfect,blue,transparent,perfect,withlabel,nocap,
IMG_20251028_153707_jpg.rf.42083beec0c90198fb042f71dff987fb.jpg,1000,25,Summit,perfect,blue,transparent,perfect,nolabel,withcap,
IMG_20251028_153940_jpg.rf.72d81c74fddffb31a07f4ec77cfc4cd8.jpg,1000,25,Summit,perfect,blue,transparent,imperfect,withlabel,withcap,
IMG_20251028_153951_jpg.rf.07702c9e329517681b4b89e3283256ac.jpg,1000,25,Summit,imperfect,blue,transparent,imperfect,withlabel,nocap,
IMG_20251028_154009_jpg.rf.d62511376f3164e49505b559691b9e5f.jpg,1000,25,Summit,perfect,blue,transparent,imperfect,nolabel,withcap,
IMG_20251028_154027_jpg.rf.a1cdceacd84a019bff377e8f910507cb.jpg,500,20,Summit,perfect,blue,transparent,perfect,withlabel,withcap,
IMG_20251028_154048_jpg.rf.1ec1e1a9ed6cf3151c6216b611d2d35b.jpg,500,20,Summit,imperfect,blue,transparent,perfect,nolabel,nocap,
IMG_20251028_154119_jpg.rf.5041dd6e78082558863df0777672f602.jpg,500,20,Summit,perfect,blue,transparent,imperfect,nolabel,withcap,
IMG_20251028_154132_jpg.rf.8ff66649e0ecb7a21d5fc8c035a6730c.jpg,500,20,Summit,perfect,blue,transparent,imperfect,withlabel,withcap,
IMG_20251028_141943_jpg.rf.b2f66624d896f5b04f224b37c53611d6.jpg,190,15,Coca-Cola,perfect,red,transparent,perfect,withlabel,withcap,
IMG_20251028_142652_jpg.rf.38133c872be7fd821f19b32cbe201875.jpg,500,20,Coca-Cola,imperfect,red,transparent,imperfect,nolabel,nocap,
IMG_20251028_143324_jpg.rf.2c7f62a387f98e0969ba182ab8b38613.jpg,390,18,Coca-Cola,perfect,red,transparent,imperfect,nolabel,withcap,
IMG_20251028_144436_jpg.rf.cb7d59dbba5655eb465efcbb66614ab6.jpg,190,15,Sprite,perfect,green,transparent,perfect,nolabel,withcap,
IMG_20251028_144940_jpg.rf.eb9d951b557c0e2b64692bac39b3f032.jpg,390,18,Sprite,imperfect,green,transparent,perfect,nolabel,nocap,
IMG_20251028_145014_jpg.rf.09f0ab2aff5f21bff948f2ce39be6bf6.jpg,390,18,Sprite,perfect,green,transparent,imperfect,nolabel,withcap,
IMG_20251028_145106_jpg.rf.9cc3ffb16cd9b5d1912d7e2e524504fa.jpg,390,18,Sprite,perfect,green,transparent,imperfect,withlabel,withcap,
IMG_20251028_145213_jpg.rf.8d0943e61f7290c7d9fc8568f7ce1b3d.jpg,1500,27,Sprite,imperfect,green,transparent,perfect,withlabel,nocap,
IMG_20251028_145242_jpg.rf.5c0dc94dcc2168d58b9e5ecdd32b9573.jpg,1500,27,Sprite,perfect,green,transparent,imperfect,withlabel,withcap,
IMG_20251028_145358_jpg.rf.26d2e1480707c718bedf8b4e41260772.jpg,1500,27,Sprite,perfect,green,transparent,perfect,nolabel,withcap,
IMG_20251028_145921_jpg.rf.6fefd1d24087295548e1165bbdda1f4d.jpg,390,18,Royal,perfect,royal-blue,transparent,imperfect,withlabel,withcap,
IMG_20251028_150316_jpg.rf.f19532a7826f6711f295db0b76386932.jpg,296,17,7-UP,perfect,white,transparent,perfect,nolabel,withcap,
IMG_20251028_150435_jpg.rf.ec3222095b37367b19133fece014fb23.jpg,296,17,7-UP,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_150611_jpg.rf.5693b59815e6d362295aa65c6d9b9c61.jpg,290,17,Mountain Dew,imperfect,black,green,perfect,nolabel,nocap,
IMG_20251028_150921_jpg.rf.d6f9a8e8f2e61eb03c249b4ce0e5df80.jpg,290,17,Sting,perfect,black,transparent,perfect,nolabel,withcap,
IMG_20251028_151006_jpg.rf.5beb3e2eae6a48b352c606df820934ce.jpg,290,17,Sting,perfect,black,transparent,imperfect,nolabel,withcap,
IMG_20251028_151152_jpg.rf.bfcbdb957468ecde7f8eae7111d680a2.jpg,330,18,Cobra,perfect,black,transparent,perfect,nolabel,withcap,
IMG_20251028_151928_jpg.rf.aa7e7c3ad360551dcc383960982e1f58.jpg,290,16,Cobra,imperfect,black,transparent,perfect,withlabel,nocap,
IMG_20251028_152014_jpg.rf.6ffbb826b2b646fe29f374a47b5c61fd.jpg,290,16,Cobra,perfect,black,transparent,perfect,nolabel,withcap,
IMG_20251028_152022_jpg.rf.77d15582466146eb57b7cee29a6212f0.jpg,290,16,Cobra,imperfect,black,transparent,perfect,nolabel,nocap,
IMG_20251028_152031_jpg.rf.e673c00ed6c20c6a99659852d13c31ed.jpg,290,16,Cobra,perfect,black,transparent,perfect,nolabel,withcap,
IMG_20251028_152423_jpg.rf.6c8de4dad8c1ce68fc681fd0e9405f8b.jpg,500,20,Pocari,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_152434_jpg.rf.9aaf5da234fc2097ea7fb869ef4bcef3.jpg,500,20,Pocari,imperfect,white,transparent,perfect,withlabel,nocap,
IMG_20251028_152631_jpg.rf.6e2145a4cec246971e4883dc9ea59cb7.jpg,500,20,Pocari,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_153027_jpg.rf.6350208e2319eac4d99c7f06f0c132bb.jpg,1000,25,Nature Spring,perfect,white,transparent,perfect,withlabel,withcap,
IMG_20251028_153326_jpg.rf.da0db39ce9cca26cd747e97e6bc5de54.jpg,500,20,Nature Spring,perfect,white,transparent,perfect,nolabel,withcap,
IMG_20251028_153508_jpg.rf.4e5d218f8a22000caefa55630694c2d7.jpg,500,20,Nature Spring,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_154001_jpg.rf.1f8e79aaa66ef7a56d528948e566ccec.jpg,1000,25,Summit,imperfect,white,transparent,imperfect,nolabel,nocap,
IMG_20251028_154112_jpg.rf.03bc7309bb9cadac0b81845249795a7c.jpg,500,20,Summit,imperfect,blue,transparent,imperfect,nolabel,nocap,
IMG_20251028_154139_jpg.rf.3c84ae11165fbcf2960a3b8ace277bb3.jpg,500,20,Summit,imperfect,blue,transparent,imperfect,withlabel,nocap,


WIN_20260416_14_39_34_Pro.jpg,1500,27,Sprite,imperfect,green,transparent,perfect,withlabel,nocap,
WIN_20260416_14_40_06_Pro.jpg,1500,27,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_40_26_Pro.jpg,1500,27,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_41_03_Pro.jpg,1000,25,Nature Spring,perfect,white,transparent,perfect,withlabel,withcap,
WIN_20260416_14_41_36_Pro.jpg,190,15,Sprite,perfect,green,transparent,imperfect,withlabel,withcap,
WIN_20260416_14_41_46_Pro.jpg,190,15,Coca-Cola,perfect,yellow,transparent,perfect,withlabel,withcap,
WIN_20260416_14_41_57_Pro.jpg,290,17,Mountain Dew,perfect,black,green,perfect,withlabel,withcap,
WIN_20260416_14_42_23_Pro.jpg,190,15,Royal,perfect,blue,transparent,perfect,withlabel,withcap,
WIN_20260416_14_42_36_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_43_10_Pro.jpg,190,15,Coca-Cola,perfect,red,transparent,perfect,withlabel,withcap,
WIN_20260416_14_43_22_Pro.jpg,1500,27,Mountain Dew,perfect,black,green,perfect,withlabel,withcap,
WIN_20260416_14_43_37_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_43_44_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_43_51_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_44_04_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_44_37_Pro.jpg,200,15,Juicy Lemon,perfect,white,transparent,perfect,withlabel,withcap,
WIN_20260416_14_44_54_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_45_09_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,imperfect,withlabel,nocap,
WIN_20260416_14_45_25_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_45_56_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,perfect,nolabel,nocap,
WIN_20260416_14_46_23_Pro.jpg,190,15,Sprite,imperfect,green,transparent,perfect,nolabel,nocap,
WIN_20260416_14_46_40_Pro.jpg,190,15,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_46_59_Pro.jpg,1750,30,Coca-Cola,perfect,yellow,transparent,perfect,withlabel,withcap,
WIN_20260416_14_47_17_Pro.jpg,1750,30,Coca-Cola,perfect,yellow,transparent,perfect,withlabel,withcap,
WIN_20260416_14_47_29_Pro.jpg,1500,27,Coca-Cola,imperfect,red,transparent,perfect,withlabel,nocap,
WIN_20260416_14_47_58_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_48_15_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_48_31_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_48_47_Pro.jpg,190,15,Coca-Cola,perfect,red,transparent,imperfect,withlabel,withcap,
WIN_20260416_14_49_05_Pro.jpg,190,15,Coca-Cola,perfect,red,transparent,perfect,withlabel,withcap,
WIN_20260416_14_49_16_Pro.jpg,190,15,Royal,perfect,yellow,transparent,perfect,withlabel,withcap,
WIN_20260416_14_49_43_Pro.jpg,190,15,Coca-Cola,perfect,red,transparent,perfect,withlabel,withcap,
WIN_20260416_14_49_57_Pro.jpg,500,20,Nature Spring,perfect,white,transparent,perfect,withlabel,withcap,
WIN_20260416_14_50_10_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_50_29_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
WIN_20260416_14_50_48_Pro.jpg,190,15,Royal,imperfect,blue,transparent,perfect,withlabel,nocap,
WIN_20260416_14_51_14_Pro.jpg,190,15,Sprite,perfect,green,transparent,perfect,withlabel,withcap,
